# id   # size    # up frames            # right frames         # down frames          # left frames          # speed   # key frames # name
-----------------------------------------------------------------------------------------------------------------------------------------------
100000 | 24,32   | 100010,100000,100020 | 100040,100030,100050 | 100070,100060,100080 | 100100,100090,100110 | 0.2     | 0,0,0,0    | 
100010 | 24,32   | 100130,100120,100140 | 100160,100150,100170 | 100190,100180,100200 | 100220,100210,100230 | 0.2     | 0,0,0,0    | 
100020 | 24,32   | 100250,100240,100260 | 100280,100270,100290 | 100310,100300,100320 | 100340,100330,100350 | 0.2     | 0,0,0,0    | 
100030 | 24,32   | 100370,100360,100380 | 100400,100390,100410 | 100430,100420,100440 | 100460,100450,100470 | 0.2     | 0,0,0,0    | 
100040 | 24,32   | 100490,100480,100500 | 100520,100510,100530 | 100550,100540,100560 | 100580,100570,100590 | 0.2     | 0,0,0,0    | 
100050 | 24,32   | 100610,100600,100620 | 100640,100630,100650 | 100670,100660,100680 | 100700,100690,100710 | 0.2     | 0,0,0,0    | 
100060 | 24,32   | 100730,100720,100740 | 100760,100750,100770 | 100790,100780,100800 | 100820,100810,100830 | 0.2     | 0,0,0,0    | 
100070 | 24,32   | 100850,100840,100860 | 100880,100870,100890 | 100910,100900,100920 | 100940,100930,100950 | 0.2     | 0,0,0,0    | 
100080 | 24,32   | 100970,100960,100980 | 101000,100990,101010 | 101030,101020,101040 | 101060,101050,101070 | 0.2     | 0,0,0,0    | 
100090 | 24,32   | 101090,101080,101100 | 101120,101110,101130 | 101150,101140,101160 | 101180,101170,101190 | 0.2     | 0,0,0,0    | 
100100 | 24,32   | 101210,101200,101220 | 101240,101230,101250 | 101270,101260,101280 | 101300,101290,101310 | 0.2     | 0,0,0,0    | 
100110 | 24,32   | 101330,101320,101340 | 101360,101350,101370 | 101390,101380,101400 | 101420,101410,101430 | 0.2     | 0,0,0,0    | 
100120 | 24,32   | 101450,101440,101460 | 101480,101470,101490 | 101510,101500,101520 | 101540,101530,101550 | 0.2     | 0,0,0,0    | 
100130 | 24,32   | 101570,101560,101580 | 101600,101590,101610 | 101630,101620,101640 | 101660,101650,101670 | 0.2     | 0,0,0,0    | 
100140 | 24,32   | 101690,101680,101700 | 101720,101710,101730 | 101750,101740,101760 | 101780,101770,101790 | 0.2     | 0,0,0,0    | 
100150 | 24,32   | 101810,101800,101820 | 101840,101830,101850 | 101870,101860,101880 | 101900,101890,101910 | 0.2     | 0,0,0,0    | 
100160 | 24,32   | 101930,101920,101940 | 101960,101950,101970 | 101990,101980,102000 | 102020,102010,102030 | 0.2     | 0,0,0,0    | 
100170 | 24,32   | 102050,102040,102060 | 102080,102070,102090 | 102110,102100,102120 | 102140,102130,102150 | 0.2     | 0,0,0,0    | 
100180 | 24,32   | 102170,102160,102180 | 102200,102190,102210 | 102230,102220,102240 | 102260,102250,102270 | 0.2     | 0,0,0,0    | 
100190 | 24,32   | 102290,102280,102300 | 102320,102310,102330 | 102350,102340,102360 | 102380,102370,102390 | 0.2     | 0,0,0,0    | 
100200 | 24,32   | 102410,102400,102420 | 102440,102430,102450 | 102470,102460,102480 | 102500,102490,102510 | 0.2     | 0,0,0,0    | 
100210 | 24,32   | 102530,102520,102540 | 102560,102550,102570 | 102590,102580,102600 | 102620,102610,102630 | 0.2     | 0,0,0,0    | 
100220 | 24,32   | 102650,102640,102660 | 102680,102670,102690 | 102710,102700,102720 | 102740,102730,102750 | 0.2     | 0,0,0,0    | 
100230 | 24,32   | 102770,102760,102780 | 102800,102790,102810 | 102830,102820,102840 | 102860,102850,102870 | 0.2     | 0,0,0,0    | 
100240 | 24,32   | 102890,102880,102900 | 102920,102910,102930 | 102950,102940,102960 | 102980,102970,102990 | 0.2     | 0,0,0,0    | 
100250 | 24,32   | 103010,103000,103020 | 103040,103030,103050 | 103070,103060,103080 | 103100,103090,103110 | 0.2     | 0,0,0,0    | 
100260 | 24,32   | 103130,103120,103140 | 103160,103150,103170 | 103190,103180,103200 | 103220,103210,103230 | 0.2     | 0,0,0,0    | 
100270 | 24,32   | 103250,103240,103260 | 103280,103270,103290 | 103310,103300,103320 | 103340,103330,103350 | 0.2     | 0,0,0,0    | 
100280 | 24,32   | 103370,103360,103380 | 103400,103390,103410 | 103430,103420,103440 | 103460,103450,103470 | 0.2     | 0,0,0,0    | 
100290 | 24,32   | 103490,103480,103500 | 103520,103510,103530 | 103550,103540,103560 | 103580,103570,103590 | 0.2     | 0,0,0,0    | 
100300 | 24,32   | 103610,103600,103620 | 103640,103630,103650 | 103670,103660,103680 | 103700,103690,103710 | 0.2     | 0,0,0,0    | 
100310 | 24,32   | 103730,103720,103740 | 103760,103750,103770 | 103790,103780,103800 | 103820,103810,103830 | 0.2     | 0,0,0,0    | 
100320 | 24,32   | 103850,103840,103860 | 103880,103870,103890 | 103910,103900,103920 | 103940,103930,103950 | 0.2     | 0,0,0,0    | 
100330 | 24,32   | 103970,103960,103980 | 104000,103990,104010 | 104030,104020,104040 | 104060,104050,104070 | 0.2     | 0,0,0,0    | 
100340 | 24,32   | 104090,104080,104100 | 104120,104110,104130 | 104150,104140,104160 | 104180,104170,104190 | 0.2     | 0,0,0,0    | 
100350 | 24,32   | 104210,104200,104220 | 104240,104230,104250 | 104270,104260,104280 | 104300,104290,104310 | 0.2     | 0,0,0,0    | 
100360 | 24,32   | 104330,104320,104340 | 104360,104350,104370 | 104390,104380,104400 | 104420,104410,104430 | 0.2     | 0,0,0,0    | 
100370 | 24,32   | 104450,104440,104460 | 104480,104470,104490 | 104510,104500,104520 | 104540,104530,104550 | 0.2     | 0,0,0,0    | 
100380 | 24,32   | 104570,104560,104580 | 104600,104590,104610 | 104630,104620,104640 | 104660,104650,104670 | 0.2     | 0,0,0,0    | 
100390 | 24,32   | 104690,104680,104700 | 104720,104710,104730 | 104750,104740,104760 | 104780,104770,104790 | 0.2     | 0,0,0,0    | 
100400 | 24,32   | 104810,104800,104820 | 104840,104830,104850 | 104870,104860,104880 | 104900,104890,104910 | 0.2     | 0,0,0,0    | 
100410 | 24,32   | 104930,104920,104940 | 104960,104950,104970 | 104990,104980,105000 | 105020,105010,105030 | 0.2     | 0,0,0,0    | 
100420 | 24,32   | 105050,105040,105060 | 105080,105070,105090 | 105110,105100,105120 | 105140,105130,105150 | 0.2     | 0,0,0,0    | 
100430 | 24,32   | 105170,105160,105180 | 105200,105190,105210 | 105230,105220,105240 | 105260,105250,105270 | 0.2     | 0,0,0,0    | 
100440 | 24,32   | 105290,105280,105300 | 105320,105310,105330 | 105350,105340,105360 | 105380,105370,105390 | 0.2     | 0,0,0,0    | 
100450 | 24,32   | 105410,105400,105420 | 105440,105430,105450 | 105470,105460,105480 | 105500,105490,105510 | 0.2     | 0,0,0,0    | 
100460 | 24,32   | 105530,105520,105540 | 105560,105550,105570 | 105590,105580,105600 | 105620,105610,105630 | 0.2     | 0,0,0,0    | 
100470 | 24,32   | 105650,105640,105660 | 105680,105670,105690 | 105710,105700,105720 | 105740,105730,105750 | 0.2     | 0,0,0,0    | 
100480 | 24,32   | 105770,105760,105780 | 105800,105790,105810 | 105830,105820,105840 | 105860,105850,105870 | 0.2     | 0,0,0,0    | 
100490 | 24,32   | 105890,105880,105900 | 105920,105910,105930 | 105950,105940,105960 | 105980,105970,105990 | 0.2     | 0,0,0,0    | 
100500 | 24,32   | 106010,106000,106020 | 106040,106030,106050 | 106070,106060,106080 | 106100,106090,106110 | 0.2     | 0,0,0,0    | 
100510 | 24,32   | 106130,106120,106140 | 106160,106150,106170 | 106190,106180,106200 | 106220,106210,106230 | 0.2     | 0,0,0,0    | 
100520 | 24,32   | 106250,106240,106260 | 106280,106270,106290 | 106310,106300,106320 | 106340,106330,106350 | 0.2     | 0,0,0,0    | 
100530 | 24,32   | 106370,106360,106380 | 106400,106390,106410 | 106430,106420,106440 | 106460,106450,106470 | 0.2     | 0,0,0,0    | 
100540 | 24,32   | 106490,106480,106500 | 106520,106510,106530 | 106550,106540,106560 | 106580,106570,106590 | 0.2     | 0,0,0,0    | 
100550 | 24,32   | 106610,106600,106620 | 106640,106630,106650 | 106670,106660,106680 | 106700,106690,106710 | 0.2     | 0,0,0,0    | 
100560 | 24,32   | 106730,106720,106740 | 106760,106750,106770 | 106790,106780,106800 | 106820,106810,106830 | 0.2     | 0,0,0,0    | 
100570 | 24,32   | 106850,106840,106860 | 106880,106870,106890 | 106910,106900,106920 | 106940,106930,106950 | 0.2     | 0,0,0,0    | 
100580 | 24,32   | 106970,106960,106980 | 107000,106990,107010 | 107030,107020,107040 | 107060,107050,107070 | 0.2     | 0,0,0,0    | 
100590 | 24,32   | 107090,107080,107100 | 107120,107110,107130 | 107150,107140,107160 | 107180,107170,107190 | 0.2     | 0,0,0,0    | 
100600 | 24,32   | 107210,107200,107220 | 107240,107230,107250 | 107270,107260,107280 | 107300,107290,107310 | 0.2     | 0,0,0,0    | 
100610 | 24,32   | 107330,107320,107340 | 107360,107350,107370 | 107390,107380,107400 | 107420,107410,107430 | 0.2     | 0,0,0,0    | 
100620 | 24,32   | 107450,107440,107460 | 107480,107470,107490 | 107510,107500,107520 | 107540,107530,107550 | 0.2     | 0,0,0,0    | 
100630 | 24,32   | 107570,107560,107580 | 107600,107590,107610 | 107630,107620,107640 | 107660,107650,107670 | 0.2     | 0,0,0,0    | 
100640 | 24,32   | 107690,107680,107700 | 107720,107710,107730 | 107750,107740,107760 | 107780,107770,107790 | 0.2     | 0,0,0,0    | 
100650 | 24,32   | 107810,107800,107820 | 107840,107830,107850 | 107870,107860,107880 | 107900,107890,107910 | 0.2     | 0,0,0,0    | 
100660 | 24,32   | 107930,107920,107940 | 107960,107950,107970 | 107990,107980,108000 | 108020,108010,108030 | 0.2     | 0,0,0,0    | 
100670 | 24,32   | 108050,108040,108060 | 108080,108070,108090 | 108110,108100,108120 | 108140,108130,108150 | 0.2     | 0,0,0,0    | 
100680 | 24,32   | 108170,108160,108180 | 108200,108190,108210 | 108230,108220,108240 | 108260,108250,108270 | 0.2     | 0,0,0,0    | 
100690 | 24,32   | 108290,108280,108300 | 108320,108310,108330 | 108350,108340,108360 | 108380,108370,108390 | 0.2     | 0,0,0,0    | 
100700 | 24,32   | 108410,108400,108420 | 108440,108430,108450 | 108470,108460,108480 | 108500,108490,108510 | 0.2     | 0,0,0,0    | 
100710 | 24,32   | 108530,108520,108540 | 108560,108550,108570 | 108590,108580,108600 | 108620,108610,108630 | 0.2     | 0,0,0,0    | 
100720 | 24,32   | 108650,108640,108660 | 108680,108670,108690 | 108710,108700,108720 | 108740,108730,108750 | 0.2     | 0,0,0,0    | 
100730 | 24,32   | 108770,108760,108780 | 108800,108790,108810 | 108830,108820,108840 | 108860,108850,108870 | 0.2     | 0,0,0,0    | 
100740 | 24,32   | 108890,108880,108900 | 108920,108910,108930 | 108950,108940,108960 | 108980,108970,108990 | 0.2     | 0,0,0,0    | 
100750 | 24,32   | 109010,109000,109020 | 109040,109030,109050 | 109070,109060,109080 | 109100,109090,109110 | 0.2     | 0,0,0,0    | 
100760 | 24,32   | 109130,109120,109140 | 109160,109150,109170 | 109190,109180,109200 | 109220,109210,109230 | 0.2     | 0,0,0,0    | 
100770 | 24,32   | 109250,109240,109260 | 109280,109270,109290 | 109310,109300,109320 | 109340,109330,109350 | 0.2     | 0,0,0,0    | 
100780 | 24,32   | 109370,109360,109380 | 109400,109390,109410 | 109430,109420,109440 | 109460,109450,109470 | 0.2     | 0,0,0,0    | 
100790 | 24,32   | 109490,109480,109500 | 109520,109510,109530 | 109550,109540,109560 | 109580,109570,109590 | 0.2     | 0,0,0,0    | 
100800 | 24,32   | 109610,109600,109620 | 109640,109630,109650 | 109670,109660,109680 | 109700,109690,109710 | 0.2     | 0,0,0,0    | 
100810 | 24,32   | 109730,109720,109740 | 109760,109750,109770 | 109790,109780,109800 | 109820,109810,109830 | 0.2     | 0,0,0,0    | 
100820 | 24,32   | 109850,109840,109860 | 109880,109870,109890 | 109910,109900,109920 | 109940,109930,109950 | 0.2     | 0,0,0,0    | 
100830 | 24,32   | 109970,109960,109980 | 110000,109990,110010 | 110030,110020,110040 | 110060,110050,110070 | 0.2     | 0,0,0,0    | 
100840 | 24,32   | 110090,110080,110100 | 110120,110110,110130 | 110150,110140,110160 | 110180,110170,110190 | 0.2     | 0,0,0,0    | 
100850 | 24,32   | 110210,110200,110220 | 110240,110230,110250 | 110270,110260,110280 | 110300,110290,110310 | 0.2     | 0,0,0,0    | 
100860 | 24,32   | 110330,110320,110340 | 110360,110350,110370 | 110390,110380,110400 | 110420,110410,110430 | 0.2     | 0,0,0,0    | 
100870 | 24,32   | 110450,110440,110460 | 110480,110470,110490 | 110510,110500,110520 | 110540,110530,110550 | 0.2     | 0,0,0,0    | 
100880 | 24,32   | 110570,110560,110580 | 110600,110590,110610 | 110630,110620,110640 | 110660,110650,110670 | 0.2     | 0,0,0,0    | 
100890 | 24,32   | 110690,110680,110700 | 110720,110710,110730 | 110750,110740,110760 | 110780,110770,110790 | 0.2     | 0,0,0,0    | 
100900 | 24,32   | 110810,110800,110820 | 110840,110830,110850 | 110870,110860,110880 | 110900,110890,110910 | 0.2     | 0,0,0,0    | 
100910 | 24,32   | 110930,110920,110940 | 110960,110950,110970 | 110990,110980,111000 | 111020,111010,111030 | 0.2     | 0,0,0,0    | 
100920 | 24,32   | 111050,111040,111060 | 111080,111070,111090 | 111110,111100,111120 | 111140,111130,111150 | 0.2     | 0,0,0,0    | 
100930 | 24,32   | 111170,111160,111180 | 111200,111190,111210 | 111230,111220,111240 | 111260,111250,111270 | 0.2     | 0,0,0,0    | 
100940 | 24,32   | 111290,111280,111300 | 111320,111310,111330 | 111350,111340,111360 | 111380,111370,111390 | 0.2     | 0,0,0,0    | 
100950 | 24,32   | 111410,111400,111420 | 111440,111430,111450 | 111470,111460,111480 | 111500,111490,111510 | 0.2     | 0,0,0,0    | 
100960 | 24,32   | 111530,111520,111540 | 111560,111550,111570 | 111590,111580,111600 | 111620,111610,111630 | 0.2     | 0,0,0,0    | 
100970 | 24,32   | 111650,111640,111660 | 111680,111670,111690 | 111710,111700,111720 | 111740,111730,111750 | 0.2     | 0,0,0,0    | 
100980 | 24,32   | 111770,111760,111780 | 111800,111790,111810 | 111830,111820,111840 | 111860,111850,111870 | 0.2     | 0,0,0,0    | 
